nome,uf,lat,lon
Conceição de Ipanema,MG,-19.9326,-41.6908
Conceição de Macabu,RJ,-22.0834,-41.8719
Conceição do Almeida,BA,-12.7836,-39.1715
Conceição do Araguaia,PA,-8.26136,-49.2689
Conceição do Canindé,PI,-7.87638,-41.5942
Conceição do Castelo,ES,-20.3639,-41.2417
Conceição do Coité,BA,-11.56,-39.2808
Conceição do Jacuípe,BA,-12.3268,-38.7684
Conceição do Lago-Açu,MA,-3.85142,-44.8895
Conceição do Mato Dentro,MG,-19.0344,-43.4221
Conceição do Pará,MG,-19.7456,-44.8945
Conceição do Rio Verde,MG,-21.8778,-45.087
Conceição do Tocantins,TO,-12.2209,-47.2951
Conceição dos Ouros,MG,-22.4078,-45.7996
Conchal,SP,-22.3375,-47.1729
Conchas,SP,-23.0154,-48.0134
Concórdia,SC,-27.2335,-52.026
Concórdia do Pará,PA,-1.99238,-47.9422
Condado,PB,-6.89831,-37.606
Condado,PE,-7.58787,-35.0999
Conde,PB,-7.25746,-34.8999
Conde,BA,-11.8179,-37.6131
Condeúba,BA,-14.9022,-41.9718
Condor,RS,-28.2075,-53.4905
Cônego Marinho,MG,-15.2892,-44.4181
Confins,MG,-19.6282,-43.9931
Confresa,MT,-10.6437,-51.5699
Congo,PB,-7.79078,-36.6581
Congonhal,MG,-22.1488,-46.043
Congonhas,MG,-20.4958,-43.851
Congonhas do Norte,MG,-18.8021,-43.6767
Congonhinhas,PR,-23.5493,-50.5569
Conquista,MG,-19.9312,-47.5492
Conquista D'Oeste,MT,-14.5381,-59.5444
Conselheiro Lafaiete,MG,-20.6634,-43.7846
Conselheiro Mairinck,PR,-23.623,-50.1707
Conselheiro Pena,MG,-19.1789,-41.4736
Consolação,MG,-22.5493,-45.9255
Constantina,RS,-27.732,-52.9938
Contagem,MG,-19.9321,-44.0539
Contenda,PR,-25.6788,-49.535
Contendas do Sincorá,BA,-13.7537,-41.048
Coqueiral,MG,-21.1858,-45.4366
Coqueiro Baixo,RS,-29.1802,-52.0942
Coqueiro Seco,AL,-9.63715,-35.7994
Coqueiros do Sul,RS,-28.1194,-52.7842
Coração de Jesus,MG,-16.6841,-44.3635
Coração de Maria,BA,-12.2333,-38.7487
Corbélia,PR,-24.7971,-53.3006
Cordeiro,RJ,-22.0267,-42.3648
Cordeirópolis,SP,-22.4778,-47.4519
Cordeiros,BA,-15.0356,-41.9308
Cordilheira Alta,SC,-26.9844,-52.6056
Cordisburgo,MG,-19.1224,-44.3224
Cordislândia,MG,-21.7891,-45.6999
Coreaú,CE,-3.5415,-40.6587
Coremas,PB,-7.00712,-37.9346
Corguinho,MS,-19.8243,-54.8281
Coribe,BA,-13.8232,-44.4586
Corinto,MG,-18.369,-44.4542
Cornélio Procópio,PR,-23.1829,-50.6498
Coroaci,MG,-18.6156,-42.2791
Coroados,SP,-21.3521,-50.2859
Coroatá,MA,-4.13442,-44.1244
Coromandel,MG,-18.4734,-47.1933
Coronel Barros,RS,-28.3921,-54.0686
Coronel Bicaco,RS,-27.7197,-53.7022
Coronel Domingos Soares,PR,-26.2277,-52.0356
Coronel Ezequiel,RN,-6.3748,-36.2223
Coronel Fabriciano,MG,-19.5179,-42.6276
Coronel Freitas,SC,-26.9057,-52.7011
Coronel João Pessoa,RN,-6.24974,-38.4441
Coronel João Sá,BA,-10.2847,-37.9198
Coronel José Dias,PI,-8.81397,-42.5232
Coronel Macedo,SP,-23.6261,-49.31
Coronel Martins,SC,-26.511,-52.6694
Coronel Murta,MG,-16.6148,-42.184
Coronel Pacheco,MG,-21.5898,-43.256
Coronel Pilar,RS,-29.2695,-51.6847
Coronel Sapucaia,MS,-23.2724,-55.5278
Coronel Vivida,PR,-25.9767,-52.5641
Coronel Xavier Chaves,MG,-21.0277,-44.2206
Córrego Danta,MG,-19.8198,-45.9032
Córrego do Bom Jesus,MG,-22.6269,-46.0241
Córrego do Ouro,GO,-16.2918,-50.5503
Córrego Fundo,MG,-20.4474,-45.5617
Córrego Novo,MG,-19.8361,-42.3988
Correia Pinto,SC,-27.5877,-50.3614
Corrente,PI,-10.4333,-45.1633
Correntes,PE,-9.12117,-36.3244
Correntina,BA,-13.3477,-44.6333
Cortês,PE,-8.47443,-35.5468
Corumbá,MS,-19.0077,-57.651
Corumbá de Goiás,GO,-15.9245,-48.8117
Corumbaíba,GO,-18.1415,-48.5626
Corumbataí,SP,-22.2213,-47.6215
Corumbataí do Sul,PR,-24.101,-52.1177
Corumbiara,RO,-12.9551,-60.8947
Corupá,SC,-26.4246,-49.246
Coruripe,AL,-10.1276,-36.1717
Cosmópolis,SP,-22.6419,-47.1926
Cosmorama,SP,-20.4755,-49.7827
Costa Marques,RO,-12.4367,-64.228
Costa Rica,MS,-18.5432,-53.1287
Cotegipe,BA,-12.0228,-44.2566
Cotia,SP,-23.6022,-46.919
Cotiporã,RS,-28.9891,-51.6971
Cotriguaçu,MT,-9.85656,-58.4192
Couto de Magalhães de Minas,MG,-18.0727,-43.4648
Couto Magalhães,TO,-8.28411,-49.2473
Coxilha,RS,-28.128,-52.3023
Coxim,MS,-18.5013,-54.751
Coxixola,PB,-7.62365,-36.6064
Craíbas,AL,-9.6178,-36.7697
Crateús,CE,-5.16768,-40.6536
Crato,CE,-7.2153,-39.4103
Cravinhos,SP,-21.338,-47.7324
Cravolândia,BA,-13.3531,-39.8031
Criciúma,SC,-28.6723,-49.3729
Crisólita,MG,-17.2381,-40.9184
Crisópolis,BA,-11.5059,-38.1515
Crissiumal,RS,-27.4999,-54.0994
Cristais,MG,-20.8733,-45.5167
Cristais Paulista,SP,-20.4036,-47.4209
Cristal,RS,-31.0046,-52.0436
Cristal do Sul,RS,-27.452,-53.2422
Cristalândia,TO,-10.5985,-49.1942
Cristalândia do Piauí,PI,-10.6443,-45.1893
Cristália,MG,-16.716,-42.8571
Cristalina,GO,-16.7676,-47.6131
Cristiano Otoni,MG,-20.8324,-43.8166
Cristianópolis,GO,-17.1987,-48.7034
Cristina,MG,-22.208,-45.2673
Cristinápolis,SE,-11.4668,-37.7585
Cristino Castro,PI,-8.82273,-44.223
Cristópolis,BA,-12.2249,-44.4214
Crixás,GO,-14.5412,-49.974
Crixás do Tocantins,TO,-11.0994,-48.9152
Croatá,CE,-4.40481,-40.9022
Cromínia,GO,-17.2883,-49.3798
Crucilândia,MG,-20.3923,-44.3334
Cruz,CE,-2.91813,-40.176
Cruz Alta,RS,-28.645,-53.6048
Cruz das Almas,BA,-12.6675,-39.1008
Cruz do Espírito Santo,PB,-7.13902,-35.0857
Cruz Machado,PR,-26.0166,-51.343
Cruzália,SP,-22.7373,-50.7909
Cruzaltense,RS,-27.6672,-52.6522
Cruzeiro,SP,-22.5728,-44.969
Cruzeiro da Fortaleza,MG,-18.944,-46.6669
Cruzeiro do Iguaçu,PR,-25.6192,-53.1285
Cruzeiro do Oeste,PR,-23.7799,-53.0774
Cruzeiro do Sul,PR,-22.9624,-52.1622
Cruzeiro do Sul,RS,-29.5148,-51.9928
Cruzeiro do Sul,AC,-7.62762,-72.6756
Cruzeta,RN,-6.40894,-36.7782
Cruzília,MG,-21.84,-44.8067
Cruzmaltina,PR,-24.0132,-51.4563
Cubatão,SP,-23.8911,-46.424
Cubati,PB,-6.86686,-36.3619
Cuiabá,MT,-15.601,-56.0974
Cuité,PB,-6.47647,-36.1515
Cuité de Mamanguape,PB,-6.91292,-35.2502
Cuitegi,PB,-6.89058,-35.5215
Cujubim,RO,-9.36065,-62.5846
Cumari,GO,-18.2644,-48.1511
Cumaru,PE,-8.00827,-35.6957
Cumaru do Norte,PA,-7.81097,-50.7698
Cumbe,SE,-10.352,-37.1846
Cunha,SP,-23.0731,-44.9576
Cunha Porã,SC,-26.895,-53.1662
Cunhataí,SC,-26.9709,-53.0895
Cuparaque,MG,-18.9648,-41.0986
Cupira,PE,-8.62432,-35.9518
Curaçá,BA,-8.98458,-39.8997
Curimatá,PI,-10.0326,-44.3002
Curionópolis,PA,-6.09965,-49.6068
Curitiba,PR,-25.4195,-49.2646
Curitibanos,SC,-27.2824,-50.5816
Curiúva,PR,-24.0362,-50.4576
Currais,PI,-9.01175,-44.4062
Currais Novos,RN,-6.25484,-36.5146
Curral de Cima,PB,-6.72325,-35.2639
Curral de Dentro,MG,-15.9327,-41.8557
Curral Novo do Piauí,PI,-7.8313,-40.8957
Curral Velho,PB,-7.53075,-38.1962
Curralinho,PA,-1.81179,-49.7952
Curralinhos,PI,-5.60825,-42.8376
Curuá,PA,-1.88775,-55.1168
Curuçá,PA,-0.733214,-47.8515
Cururupu,MA,-1.81475,-44.8644
Curvelândia,MT,-15.6084,-57.9133
Curvelo,MG,-18.7527,-44.4303
Custódia,PE,-8.08546,-37.6443
Cutias,AP,0.970761,-50.8005
Damianópolis,GO,-14.5604,-46.178
Damião,PB,-6.63161,-35.9101
Damolândia,GO,-16.2544,-49.3631
Darcinópolis,TO,-6.71591,-47.7597
Dário Meira,BA,-14.4229,-39.9031
Datas,MG,-18.4478,-43.6591
David Canabarro,RS,-28.3849,-51.8482
Davinópolis,MA,-5.54637,-47.4217
Davinópolis,GO,-18.1501,-47.5568
Delfim Moreira,MG,-22.5036,-45.2792
Delfinópolis,MG,-20.3468,-46.8456
Delmiro Gouveia,AL,-9.38534,-37.9987
Delta,MG,-19.9721,-47.7841
Demerval Lobão,PI,-5.35875,-42.6776
Denise,MT,-14.7324,-57.0583
Deodápolis,MS,-22.2763,-54.1682
Deputado Irapuan Pinheiro,CE,-5.91485,-39.257
Derrubadas,RS,-27.2642,-53.8645
Descalvado,SP,-21.9002,-47.6181
Descanso,SC,-26.827,-53.5034
Descoberto,MG,-21.46,-42.9618
Desterro,PB,-7.287,-37.0925
Desterro de Entre Rios,MG,-20.665,-44.3334
Desterro do Melo,MG,-21.143,-43.5178
Dezesseis de Novembro,RS,-28.219,-55.0617
Diadema,SP,-23.6813,-46.6205
Diamante,PB,-7.41738,-38.2615
Diamante D'Oeste,PR,-24.9419,-54.1052
Diamante do Norte,PR,-22.655,-52.8617
Diamante do Sul,PR,-25.035,-52.6768
Diamantina,MG,-18.2413,-43.6031
Diamantino,MT,-14.4037,-56.4366
Dianópolis,TO,-11.624,-46.8198
Dias d'Ávila,BA,-12.6187,-38.2926
Dilermando de Aguiar,RS,-29.7054,-54.2122
Diogo de Vasconcelos,MG,-20.4879,-43.1953
Dionísio,MG,-19.8433,-42.7701
Dionísio Cerqueira,SC,-26.2648,-53.6351
Diorama,GO,-16.2329,-51.2543
Dirce Reis,SP,-20.4642,-50.6073
Dirceu Arcoverde,PI,-9.33939,-42.4348
Divina Pastora,SE,-10.6782,-37.1506
Divinésia,MG,-20.9917,-43.0003
Divino,MG,-20.6134,-42.1438
Divino das Laranjeiras,MG,-18.7755,-41.4781
Divino de São Lourenço,ES,-20.6229,-41.6937
Divinolândia,SP,-21.6637,-46.7361
Divinolândia de Minas,MG,-18.8004,-42.6103
Divinópolis,MG,-20.1446,-44.8912
Divinópolis de Goiás,GO,-13.2853,-46.3999
Divinópolis do Tocantins,TO,-9.80018,-49.2169
Divisa Alegre,MG,-15.7221,-41.3463
Divisa Nova,MG,-21.5092,-46.1904
Divisópolis,MG,-15.7254,-40.9997
Dobrada,SP,-21.5155,-48.3935
Dois Córregos,SP,-22.3673,-48.3819
Dois Irmãos,RS,-29.5836,-51.0898
Dois Irmãos das Missões,RS,-27.6621,-53.5304
Dois Irmãos do Buriti,MS,-20.6848,-55.2915
Dois Irmãos do Tocantins,TO,-9.25534,-49.0638
Dois Lajeados,RS,-28.983,-51.8396
Dois Riachos,AL,-9.38465,-37.0965
Dois Vizinhos,PR,-25.7407,-53.057
Dolcinópolis,SP,-20.124,-50.5149
Dom Aquino,MT,-15.8099,-54.9223
Dom Basílio,BA,-13.7565,-41.7677
Dom Bosco,MG,-16.652,-46.2597
Dom Cavati,MG,-19.3735,-42.1121
Dom Eliseu,PA,-4.19944,-47.8245
Dom Expedito Lopes,PI,-6.95332,-41.6396
Dom Feliciano,RS,-30.7004,-52.1026
Dom Inocêncio,PI,-9.00516,-41.9697
Dom Joaquim,MG,-18.961,-43.2544
Dom Macedo Costa,BA,-12.9016,-39.1923
Dom Pedrito,RS,-30.9756,-54.6694
Dom Pedro,MA,-5.03518,-44.4409
Dom Pedro de Alcântara,RS,-29.3639,-49.853
Dom Silvério,MG,-20.1627,-42.9627
Dom Viçoso,MG,-22.2511,-45.1643
Domingos Martins,ES,-20.3603,-40.6594
Domingos Mourão,PI,-4.2495,-41.2683
Dona Emma,SC,-26.981,-49.7261
Dona Eusébia,MG,-21.319,-42.807
Dona Francisca,RS,-29.6195,-53.3617
Dona Inês,PB,-6.61566,-35.6205
Dores de Campos,MG,-21.1139,-44.0207
Dores de Guanhães,MG,-19.0516,-42.9254
Dores do Indaiá,MG,-19.4628,-45.5927
Dores do Rio Preto,ES,-20.6931,-41.8405
Dores do Turvo,MG,-20.9785,-43.1834
Doresópolis,MG,-20.2868,-45.9007
Dormentes,PE,-8.44116,-40.7662
Douradina,MS,-22.0405,-54.6158
Douradina,PR,-23.3807,-53.2918
Dourado,SP,-22.1044,-48.3178
Douradoquara,MG,-18.4338,-47.5993
Dourados,MS,-22.2231,-54.812
Doutor Camargo,PR,-23.5582,-52.2178
Doutor Maurício Cardoso,RS,-27.5103,-54.3577
Doutor Pedrinho,SC,-26.7174,-49.4795
Doutor Ricardo,RS,-29.084,-51.9972
Doutor Severiano,RN,-6.08082,-38.3794
Doutor Ulysses,PR,-24.5665,-49.4219
Doverlândia,GO,-16.7188,-52.3189
Dracena,SP,-21.4843,-51.535
Duartina,SP,-22.4146,-49.4084
Duas Barras,RJ,-22.0536,-42.5232
Duas Estradas,PB,-6.68499,-35.418
Dueré,TO,-11.3416,-49.2716
Dumont,SP,-21.2324,-47.9756
Duque Bacelar,MA,-4.15002,-42.9477
Duque de Caxias,RJ,-22.7858,-43.3049
Durandé,MG,-20.2058,-41.7977
Echaporã,SP,-22.4326,-50.2038
Ecoporanga,ES,-18.3702,-40.836
Edealina,GO,-17.4239,-49.6644
Edéia,GO,-17.3406,-49.9295
Eirunepé,AM,-6.65677,-69.8662
Eldorado,MS,-23.7868,-54.2838
Eldorado,SP,-24.5281,-48.1141
Eldorado do Carajás,PA,-6.10389,-49.3553
Eldorado do Sul,RS,-30.0847,-51.6187
Elesbão Veloso,PI,-6.19947,-42.1355
Elias Fausto,SP,-23.0428,-47.3682
Eliseu Martins,PI,-8.09629,-43.6705
Elisiário,SP,-21.1678,-49.1146
Elísio Medrado,BA,-12.9417,-39.5191
Elói Mendes,MG,-21.6088,-45.5691
Emas,PB,-7.09964,-37.7163
Embaúba,SP,-20.9796,-48.8325
Embu das Artes,SP,-23.6437,-46.8579
Embu-Guaçu,SP,-23.8297,-46.8136
Emilianópolis,SP,-21.8314,-51.4832
Encantado,RS,-29.2351,-51.8703
Encanto,RN,-6.10691,-38.3033
Encruzilhada,BA,-15.5302,-40.9124
Encruzilhada do Sul,RS,-30.543,-52.5204
Enéas Marques,PR,-25.9445,-53.1659
Engenheiro Beltrão,PR,-23.797,-52.2659
Engenheiro Caldas,MG,-19.2065,-42.0503
Engenheiro Coelho,SP,-22.4836,-47.211
Engenheiro Navarro,MG,-17.2831,-43.947
Engenheiro Paulo de Frontin,RJ,-22.5498,-43.6827
Engenho Velho,RS,-27.706,-52.9145
Entre Folhas,MG,-19.6218,-42.2306
Entre Rios,BA,-11.9392,-38.0871
Entre Rios,SC,-26.7225,-52.5585
Entre Rios de Minas,MG,-20.6706,-44.0654
Entre Rios do Oeste,PR,-24.7042,-54.2385
Entre Rios do Sul,RS,-27.5298,-52.7347
Entre-Ijuís,RS,-28.3686,-54.2686
Envira,AM,-7.43789,-70.0281
Epitaciolândia,AC,-11.0188,-68.7341
Equador,RN,-6.93835,-36.717
Erebango,RS,-27.8544,-52.3005
Erechim,RS,-27.6364,-52.2697
Ererê,CE,-6.02751,-38.3461
Érico Cardoso,BA,-13.4215,-42.1352
Ermo,SC,-28.9869,-49.643
Ernestina,RS,-28.4977,-52.5836
Erval Grande,RS,-27.3926,-52.574
Erval Seco,RS,-27.5443,-53.5005
Erval Velho,SC,-27.2743,-51.443
Ervália,MG,-20.8403,-42.6544
Escada,PE,-8.35672,-35.2241
Esmeralda,RS,-28.0518,-51.1933
Esmeraldas,MG,-19.764,-44.3065
Espera Feliz,MG,-20.6508,-41.9119
Esperança,PB,-7.02278,-35.8597
Esperança do Sul,RS,-27.3603,-53.9891
Esperança Nova,PR,-23.7238,-53.811
Esperantina,TO,-5.36593,-48.5378
Esperantina,PI,-3.88863,-42.2324
Esperantinópolis,MA,-4.87938,-44.6926
Espigão Alto do Iguaçu,PR,-25.4216,-52.8348
Espigão D'Oeste,RO,-11.5266,-61.0252
Espinosa,MG,-14.9249,-42.809
Espírito Santo,RN,-6.33563,-35.3052
Espírito Santo do Dourado,MG,-22.0454,-45.9548
Espírito Santo do Pinhal,SP,-22.1909,-46.7477
Espírito Santo do Turvo,SP,-22.6925,-49.4341
Esplanada,BA,-11.7942,-37.9432
Espumoso,RS,-28.7286,-52.8461
Estação,RS,-27.9135,-52.2635
Estância,SE,-11.2659,-37.4484
Estância Velha,RS,-29.6535,-51.1843
Esteio,RS,-29.852,-51.1841
Estiva,MG,-22.4577,-46.0191
Estiva Gerbi,SP,-22.2713,-46.9481
Estreito,MA,-6.56077,-47.4431
Estrela,RS,-29.5002,-51.9495
Estrela d'Oeste,SP,-20.2875,-50.4049
Estrela Dalva,MG,-21.7412,-42.4574
Estrela de Alagoas,AL,-9.39089,-36.7644
Estrela do Indaiá,MG,-19.5169,-45.7859
Estrela do Norte,GO,-13.8665,-49.0716
Estrela do Norte,SP,-22.4859,-51.6632
Estrela do Sul,MG,-18.7399,-47.6956
Estrela Velha,RS,-29.1713,-53.1639
Euclides da Cunha,BA,-10.5078,-39.0153
Euclides da Cunha Paulista,SP,-22.5545,-52.5928
Eugênio de Castro,RS,-28.5315,-54.1506
Eugenópolis,MG,-21.1002,-42.1878
Eunápolis,BA,-16.3715,-39.5821
Eusébio,CE,-3.8925,-38.4559
Ewbank da Câmara,MG,-21.5498,-43.5068
Extrema,MG,-22.854,-46.3178
Extremoz,RN,-5.70143,-35.3048
Exu,PE,-7.50364,-39.7238
Fagundes,PB,-7.34454,-35.7931
Fagundes Varela,RS,-28.8794,-51.7014
Faina,GO,-15.4473,-50.3622
Fama,MG,-21.4089,-45.8286
Faria Lemos,MG,-20.8097,-42.0213
Farias Brito,CE,-6.92146,-39.5651
Faro,PA,-2.16805,-56.7405
Farol,PR,-24.0958,-52.6217
Farroupilha,RS,-29.2227,-51.3419
Fartura,SP,-23.3916,-49.5124
Fartura do Piauí,PI,-9.48342,-42.7912
Fátima,TO,-10.7603,-48.9076
Fátima,BA,-10.616,-38.2239
Fátima do Sul,MS,-22.3789,-54.5131
Faxinal,PR,-24.0077,-51.3227
Faxinal do Soturno,RS,-29.5788,-53.4484
Faxinal dos Guedes,SC,-26.8451,-52.2596
Faxinalzinho,RS,-27.4238,-52.6789
Fazenda Nova,GO,-16.1834,-50.7781
Fazenda Rio Grande,PR,-25.6624,-49.3073
Fazenda Vilanova,RS,-29.5885,-51.8217
Feijó,AC,-8.17054,-70.351
Feira da Mata,BA,-14.2044,-44.2744
Feira de Santana,BA,-12.2664,-38.9663
Feira Grande,AL,-9.89859,-36.6815
Feira Nova,PE,-7.94704,-35.3801
Feira Nova,SE,-10.2616,-37.3147
Feira Nova do Maranhão,MA,-6.96508,-46.6786
Felício dos Santos,MG,-18.0755,-43.2422
Felipe Guerra,RN,-5.59274,-37.6875
Felisburgo,MG,-16.6348,-40.7605
Felixlândia,MG,-18.7507,-44.9004
Feliz,RS,-29.4527,-51.3032
Feliz Deserto,AL,-10.2935,-36.3028
Feliz Natal,MT,-12.385,-54.9227
Fênix,PR,-23.9135,-51.9805
Fernandes Pinheiro,PR,-25.4107,-50.5456
Fernandes Tourinho,MG,-19.1541,-42.0803
Fernando de Noronha,PE,-3.8396,-32.4107
Fernando Falcão,MA,-6.16207,-44.8979
Fernando Pedroza,RN,-5.69096,-36.5282
Fernando Prestes,SP,-21.2661,-48.6874
Fernandópolis,SP,-20.2806,-50.2471
Fernão,SP,-22.3607,-49.5187
Ferraz de Vasconcelos,SP,-23.5411,-46.371
Ferreira Gomes,AP,0.857256,-51.1795
Ferreiros,PE,-7.44666,-35.2373
Ferros,MG,-19.2343,-43.0192
Fervedouro,MG,-20.726,-42.279
Figueira,PR,-23.8455,-50.4031
Figueirão,MS,-18.6782,-53.638
Figueirópolis,TO,-12.1312,-49.1748
Figueirópolis D'Oeste,MT,-15.4439,-58.7391
Filadélfia,TO,-7.33501,-47.4954
Filadélfia,BA,-10.7405,-40.1437
Firmino Alves,BA,-14.9823,-39.9269
Firminópolis,GO,-16.5778,-50.304
Flexeiras,AL,-9.27281,-35.7139
Flor da Serra do Sul,PR,-26.2523,-53.3092
Flor do Sertão,SC,-26.7811,-53.3505
Flora Rica,SP,-21.6727,-51.3821
Floraí,PR,-23.3178,-52.3029
Florânia,RN,-6.12264,-36.8226
Floreal,SP,-20.6752,-50.1513
Flores,PE,-7.85842,-37.9715
Flores da Cunha,RS,-29.0261,-51.1875
Flores de Goiás,GO,-14.4451,-47.0417
Flores do Piauí,PI,-7.78793,-42.918
Floresta,PR,-23.6031,-52.0807
Floresta,PE,-8.60307,-38.5687
Floresta Azul,BA,-14.8629,-39.6579
Floresta do Araguaia,PA,-7.55335,-49.7125
Floresta do Piauí,PI,-7.46682,-41.7883
Florestal,MG,-19.888,-44.4318
Florestópolis,PR,-22.8623,-51.3882
Floriano,PI,-6.77182,-43.0241
Floriano Peixoto,RS,-27.8614,-52.0838
Florianópolis,SC,-27.5945,-48.5477
Flórida,PR,-23.0847,-51.9546
Flórida Paulista,SP,-21.6127,-51.1724
Florínia,SP,-22.868,-50.6814
Fonte Boa,AM,-2.52342,-66.0942
Fontoura Xavier,RS,-28.9817,-52.3445
Formiga,MG,-20.4618,-45.4268
Formigueiro,RS,-30.0035,-53.4959
Formosa,GO,-15.54,-47.337
Formosa da Serra Negra,MA,-6.44017,-46.1916
Formosa do Oeste,PR,-24.2951,-53.3114
Formosa do Rio Preto,BA,-11.0328,-45.193
Formosa do Sul,SC,-26.6453,-52.7946
Formoso,GO,-13.6499,-48.8775
Formoso,MG,-14.9446,-46.2371
Formoso do Araguaia,TO,-11.7976,-49.5316
Forquetinha,RS,-29.3828,-52.0981
Forquilha,CE,-3.79945,-40.2634
Forquilhinha,SC,-28.7454,-49.4785
Fortaleza,CE,-3.71664,-38.5423
Fortaleza de Minas,MG,-20.8508,-46.712
Fortaleza do Tabocão,TO,-9.05611,-48.5206
Fortaleza dos Nogueiras,MA,-6.95983,-46.1749
Fortaleza dos Valos,RS,-28.7986,-53.2249
Fortim,CE,-4.45126,-37.7981
Fortuna,MA,-5.72792,-44.1565
Fortuna de Minas,MG,-19.5578,-44.4472
Foz do Iguaçu,PR,-25.5427,-54.5827
Foz do Jordão,PR,-25.7371,-52.1188
Fraiburgo,SC,-27.0233,-50.92
Franca,SP,-20.5352,-47.4039
Francinópolis,PI,-6.39334,-42.2591
Francisco Alves,PR,-24.0667,-53.8461
Francisco Ayres,PI,-6.62606,-42.6881
Francisco Badaró,MG,-16.9883,-42.3568
Francisco Beltrão,PR,-26.0817,-53.0535
Francisco Dantas,RN,-6.07234,-38.1212
Francisco Dumont,MG,-17.3107,-44.2317
Francisco Macedo,PI,-7.331,-40.788
Francisco Morato,SP,-23.2792,-46.7448
Francisco Sá,MG,-16.4827,-43.4896
Francisco Santos,PI,-6.99491,-41.1288
Franciscópolis,MG,-17.9578,-42.0094
Franco da Rocha,SP,-23.3229,-46.729
Frecheirinha,CE,-3.75557,-40.818
Frederico Westphalen,RS,-27.3586,-53.3958
Frei Gaspar,MG,-18.0709,-41.4325
Frei Inocêncio,MG,-18.5556,-41.9121
Frei Lagonegro,MG,-18.1751,-42.7617
Frei Martinho,PB,-6.39759,-36.4526
Frei Miguelinho,PE,-7.93918,-35.9113
Frei Paulo,SE,-10.5513,-37.5279
Frei Rogério,SC,-27.175,-50.8076
Fronteira,MG,-20.2748,-49.1984
Fronteira dos Vales,MG,-16.8898,-40.923
Fronteiras,PI,-7.08173,-40.6146
Fruta de Leite,MG,-16.1225,-42.5288
Frutal,MG,-20.0259,-48.9355
Frutuoso Gomes,RN,-6.15669,-37.8375
Fundão,ES,-19.937,-40.4078
Funilândia,MG,-19.3661,-44.061
Gabriel Monteiro,SP,-21.5294,-50.5573
Gado Bravo,PB,-7.58279,-35.7899
Gália,SP,-22.2918,-49.5504
Galiléia,MG,-19.0005,-41.5387
Galinhos,RN,-5.0909,-36.2754
Galvão,SC,-26.4549,-52.6875
Gameleira,PE,-8.5798,-35.3846
Gameleira de Goiás,GO,-16.4854,-48.6454
Gameleiras,MG,-15.0829,-43.125
Gandu,BA,-13.7441,-39.4747
Garanhuns,PE,-8.88243,-36.4966
Gararu,SE,-9.9722,-37.0869
Garça,SP,-22.2125,-49.6546
Garibaldi,RS,-29.259,-51.5352
Garopaba,SC,-28.0275,-48.6192
Garrafão do Norte,PA,-1.92986,-47.0505
Garruchos,RS,-28.1944,-55.6383
Garuva,SC,-26.0292,-48.852
Gaspar,SC,-26.9336,-48.9534
Gastão Vidigal,SP,-20.7948,-50.1912
Gaúcha do Norte,MT,-13.2443,-53.0809
Gaurama,RS,-27.5856,-52.0915
Gavião,BA,-11.4688,-39.7757
Gavião Peixoto,SP,-21.8367,-48.4957
Geminiano,PI,-7.15476,-41.3409
General Câmara,RS,-29.9032,-51.7612
General Carneiro,MT,-15.7094,-52.7574
General Carneiro,PR,-26.425,-51.3172
General Maynard,SE,-10.6835,-36.9838
General Salgado,SP,-20.6485,-50.364
General Sampaio,CE,-4.04351,-39.454
Gentil,RS,-28.4316,-52.0337
Gentio do Ouro,BA,-11.4342,-42.5077
Getulina,SP,-21.7961,-49.9312
Getúlio Vargas,RS,-27.8911,-52.2294
Gilbués,PI,-9.83001,-45.3423
Girau do Ponciano,AL,-9.88404,-36.8316
Giruá,RS,-28.0297,-54.3517
Glaucilândia,MG,-16.8481,-43.692
Glicério,SP,-21.3812,-50.2123
Glória,BA,-9.34382,-38.2544
Glória D'Oeste,MT,-15.768,-58.3108
Glória de Dourados,MS,-22.4136,-54.2335
Glória do Goitá,PE,-8.00568,-35.2904
Glorinha,RS,-29.8798,-50.7734
Godofredo Viana,MA,-1.40259,-45.7795
Godoy Moreira,PR,-24.173,-51.9246
Goiabeira,MG,-18.9807,-41.2235
Goianá,MG,-21.536,-43.1957
Goiana,PE,-7.5606,-34.9959
Goianápolis,GO,-16.5098,-49.0234
Goiandira,GO,-18.1352,-48.0875
Goianésia,GO,-15.3118,-49.1162
Goianésia do Pará,PA,-3.84338,-49.0974
Goiânia,GO,-16.6864,-49.2643
Goianinha,RN,-6.26486,-35.1943
Goianira,GO,-16.4947,-49.427
Goianorte,TO,-8.77413,-48.9313
Goiás,GO,-15.9333,-50.14
Goiatins,TO,-7.71478,-47.3252
Goiatuba,GO,-18.0105,-49.3658
Goioerê,PR,-24.1835,-53.0248
Goioxim,PR,-25.1927,-51.9911
Gonçalves,MG,-22.6545,-45.8556
Gonçalves Dias,MA,-5.1475,-44.3013
Gongogi,BA,-14.3195,-39.469
Gonzaga,MG,-18.8196,-42.4769
Gouveia,MG,-18.4519,-43.7423
Gouvelândia,GO,-18.6238,-50.0805
Governador Archer,MA,-5.02078,-44.2754
Governador Celso Ramos,SC,-27.3172,-48.5576
Governador Dix-Sept Rosado,RN,-5.44887,-37.5183
Governador Edison Lobão,MA,-5.74973,-47.3646
Governador Eugênio Barros,MA,-5.31897,-44.2469
